Plot Name,Plot Number,Artificial Cover Object Number ,Year,Date,Time,Survey Number,Eastern Redback Salamander Count,Redback form of Eastern Redback Salamander Count,Leadback form of Eastern Redback Salamander Count,Artificial Cover Object Age (year(s)),Observer Names,Precipitation in the Last 24 hours (mm),Air Temperature (°C),Soil Temperature (°C)                   ,Beaufort Sky Class,Beaufort Wind Class,Soil Moisture,Soil pH
Johnstone Property,02 05,33,2005,03/06/2005,11:30 AM,1,0,N/A,N/A,2,Jason,0,24,23.2,0,1,N/A,N/A
Johnstone Property,02 05,34,2005,03/06/2005,11:30 AM,1,1,N/A,N/A,2,Jason,0,24,23.2,0,1,N/A,N/A
Johnstone Property,02 05,35,2005,03/06/2005,11:30 AM,1,0,N/A,N/A,2,Jason,0,24,23.2,0,1,N/A,N/A
Johnstone Property,02 05,36,2005,03/06/2005,11:30 AM,1,0,N/A,N/A,2,Jason,0,24,23.2,0,1,N/A,N/A
Johnstone Property,02 05,37,2005,03/06/2005,11:30 AM,1,0,N/A,N/A,2,Jason,0,24,23.2,0,1,N/A,N/A
Johnstone Property,02 05,38,2005,03/06/2005,11:30 AM,1,0,N/A,N/A,2,Jason,0,24,23.2,0,1,N/A,N/A
Johnstone Property,02 05,39,2005,03/06/2005,11:30 AM,1,1,N/A,N/A,2,Jason,0,24,23.2,0,1,N/A,N/A
Johnstone Property,02 05,40,2005,03/06/2005,11:30 AM,1,0,N/A,N/A,2,Jason,0,24,23.2,0,1,N/A,N/A
Pendall Point,01 08,1,2005,06/06/2005,8:50 AM,2,0,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,2,2005,06/06/2005,8:50 AM,2,0,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,3,2005,06/06/2005,8:50 AM,2,1,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,4,2005,06/06/2005,8:50 AM,2,0,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,5,2005,06/06/2005,8:50 AM,2,0,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,6,2005,06/06/2005,8:50 AM,2,2,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,7,2005,06/06/2005,8:50 AM,2,0,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,8,2005,06/06/2005,8:50 AM,2,1,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,9,2005,06/06/2005,8:50 AM,2,0,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,10,2005,06/06/2005,8:50 AM,2,1,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,11,2005,06/06/2005,8:50 AM,2,0,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,12,2005,06/06/2005,8:50 AM,2,1,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,13,2005,06/06/2005,8:50 AM,2,2,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,14,2005,06/06/2005,8:50 AM,2,0,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,15,2005,06/06/2005,8:50 AM,2,1,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,16,2005,06/06/2005,8:50 AM,2,0,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,17,2005,06/06/2005,8:50 AM,2,1,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,18,2005,06/06/2005,8:50 AM,2,0,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,19,2005,06/06/2005,8:50 AM,2,0,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,20,2005,06/06/2005,8:50 AM,2,1,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,21,2005,06/06/2005,8:50 AM,2,1,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,22,2005,06/06/2005,8:50 AM,2,0,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,23,2005,06/06/2005,8:50 AM,2,2,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,24,2005,06/06/2005,8:50 AM,2,0,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,25,2005,06/06/2005,8:50 AM,2,0,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,26,2005,06/06/2005,8:50 AM,2,0,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,27,2005,06/06/2005,8:50 AM,2,2,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,28,2005,06/06/2005,8:50 AM,2,1,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,29,2005,06/06/2005,8:50 AM,2,1,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,30,2005,06/06/2005,8:50 AM,2,1,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,31,2005,06/06/2005,8:50 AM,2,1,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,32,2005,06/06/2005,8:50 AM,2,2,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,33,2005,06/06/2005,8:50 AM,2,0,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,34,2005,06/06/2005,8:50 AM,2,0,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,35,2005,06/06/2005,8:50 AM,2,0,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,36,2005,06/06/2005,8:50 AM,2,0,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,37,2005,06/06/2005,8:50 AM,2,0,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,38,2005,06/06/2005,8:50 AM,2,2,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,39,2005,06/06/2005,8:50 AM,2,1,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Pendall Point,01 08,40,2005,06/06/2005,8:50 AM,2,0,N/A,N/A,2,Jason,11.8,16.8,17.6,0,3,N/A,N/A
Harmony Acres,02 01,1,2005,06/06/2005,10:15 AM,2,1,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,2,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,3,2005,06/06/2005,10:15 AM,2,1,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,4,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,5,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,6,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,7,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,8,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,9,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,10,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,11,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,12,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,13,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,14,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,15,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,16,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,17,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,18,2005,06/06/2005,10:15 AM,2,1,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,19,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,20,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,21,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,22,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,23,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,24,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,25,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,26,2005,06/06/2005,10:15 AM,2,1,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,27,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,28,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,29,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,30,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,31,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,32,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,33,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,34,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,35,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,36,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,37,2005,06/06/2005,10:15 AM,2,2,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,38,2005,06/06/2005,10:15 AM,2,1,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,39,2005,06/06/2005,10:15 AM,2,0,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Harmony Acres,02 01,40,2005,06/06/2005,10:15 AM,2,1,N/A,N/A,2,Jason,11.8,19.1,19.6,0,3,N/A,N/A
Cameron Lake Dunes,01 01,1,2005,07/06/2005,8:40 AM,2,1,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,2,2005,07/06/2005,8:40 AM,2,2,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,3,2005,07/06/2005,8:40 AM,2,1,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,4,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,5,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,6,2005,07/06/2005,8:40 AM,2,1,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,7,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,8,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,9,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,10,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,11,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,12,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,13,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,14,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,15,2005,07/06/2005,8:40 AM,2,1,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,16,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,17,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,18,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,19,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,20,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,21,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,22,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,23,2005,07/06/2005,8:40 AM,2,1,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,24,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,25,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,26,2005,07/06/2005,8:40 AM,2,1,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,27,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,28,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,29,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,30,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,31,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,32,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,33,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,34,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,35,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,36,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,37,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,38,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,39,2005,07/06/2005,8:40 AM,2,1,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
Cameron Lake Dunes,01 01,40,2005,07/06/2005,8:40 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,17.5,18.4,0,1,N/A,N/A
South Cameron Lake,01 07,1,2005,07/06/2005,10:00 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,2,2005,07/06/2005,10:00 AM,2,1,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,3,2005,07/06/2005,10:00 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,4,2005,07/06/2005,10:00 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,5,2005,07/06/2005,10:00 AM,2,1,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,6,2005,07/06/2005,10:00 AM,2,1,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,7,2005,07/06/2005,10:00 AM,2,1,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,8,2005,07/06/2005,10:00 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,9,2005,07/06/2005,10:00 AM,2,1,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,10,2005,07/06/2005,10:00 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,11,2005,07/06/2005,10:00 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,12,2005,07/06/2005,10:00 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,13,2005,07/06/2005,10:00 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,14,2005,07/06/2005,10:00 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,15,2005,07/06/2005,10:00 AM,2,1,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,16,2005,07/06/2005,10:00 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,17,2005,07/06/2005,10:00 AM,2,1,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,18,2005,07/06/2005,10:00 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,19,2005,07/06/2005,10:00 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,20,2005,07/06/2005,10:00 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,21,2005,07/06/2005,10:00 AM,2,1,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,22,2005,07/06/2005,10:00 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,23,2005,07/06/2005,10:00 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,24,2005,07/06/2005,10:00 AM,2,2,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,25,2005,07/06/2005,10:00 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,26,2005,07/06/2005,10:00 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,27,2005,07/06/2005,10:00 AM,2,1,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,28,2005,07/06/2005,10:00 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,29,2005,07/06/2005,10:00 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,30,2005,07/06/2005,10:00 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,31,2005,07/06/2005,10:00 AM,2,1,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,32,2005,07/06/2005,10:00 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,33,2005,07/06/2005,10:00 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,34,2005,07/06/2005,10:00 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,35,2005,07/06/2005,10:00 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,36,2005,07/06/2005,10:00 AM,2,1,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,37,2005,07/06/2005,10:00 AM,2,1,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,38,2005,07/06/2005,10:00 AM,2,1,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,39,2005,07/06/2005,10:00 AM,2,0,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
South Cameron Lake,01 07,40,2005,07/06/2005,10:00 AM,2,1,N/A,N/A,2,"Jason, Robyn",0,21,18,0,2,N/A,N/A
Emmett Lake,01 02,1,2005,08/06/2005,9:40 AM,2,1,N/A,N/A,2,Jason,7.2,16.6,17.4,0,0,N/A,N/A
Emmett Lake,01 02,2,2005,08/06/2005,9:40 AM,2,2,N/A,N/A,2,Jason,7.2,16.6,17.4,0,0,N/A,N/A
Emmett Lake,01 02,3,2005,08/06/2005,9:40 AM,2,1,N/A,N/A,2,Jason,7.2,16.6,17.4,0,0,N/A,N/A
Emmett Lake,01 02,4,2005,08/06/2005,9:40 AM,2,0,N/A,N/A,2,Jason,7.2,16.6,17.4,0,0,N/A,N/A
Emmett Lake,01 02,5,2005,08/06/2005,9:40 AM,2,0,N/A,N/A,2,Jason,7.2,16.6,17.4,0,0,N/A,N/A
Emmett Lake,01 02,6,2005,08/06/2005,9:40 AM,2,0,N/A,N/A,2,Jason,7.2,16.6,17.4,0,0,N/A,N/A
Emmett Lake,01 02,7,2005,08/06/2005,9:40 AM,2,1,N/A,N/A,2,Jason,7.2,16.6,17.4,0,0,N/A,N/A
Emmett Lake,01 02,8,2005,08/06/2005,9:40 AM,2,3,N/A,N/A,2,Jason,7.2,16.6,17.4,0,0,N/A,N/A
Emmett Lake,01 02,9,2005,08/06/2005,9:40 AM,2,2,N/A,N/A,2,Jason,7.2,16.6,17.4,0,0,N/A,N/A
Emmett Lake,01 02,10,2005,08/06/2005,9:40 AM,2,0,N/A,N/A,2,Jason,7.2,16.6,17.4,0,0,N/A,N/A
Emmett Lake,01 02,11,2005,08/06/2005,9:40 AM,2,0,N/A,N/A,2,Jason,7.2,16.6,17.4,0,0,N/A,N/A
Emmett Lake,01 02,12,2005,08/06/2005,9:40 AM,2,2,N/A,N/A,2,Jason,7.2,16.6,17.4,0,0,N/A,N/A
Emmett Lake,01 02,13,2005,08/06/2005,9:40 AM,2,0,N/A,N/A,2,Jason,7.2,16.6,17.4,0,0,N/A,N/A
Emmett Lake,01 02,14,2005,08/06/2005,9:40 AM,2,1,N/A,N/A,2,Jason,7.2,16.6,17.4,0,0,N/A,N/A
Emmett Lake,01 02,15,2005,08/06/2005,9:40 AM,2,0,N/A,N/A,2,Jason,7.2,16.6,17.4,0,0,N/A,N/A
Emmett Lake,01 02,16,2005,08/06/2005,9:40 AM,2,0,N/A,N/A,2,Jason,7.2,16.6,17.4,0,0,N/A,N/A
Emmett Lake,01 02,17,2005,08/06/2005,9:40 AM,2,1,N/A,N/A,2,Jason,7.2,16.6,17.4,0,0,N/A,N/A
